name,city,kind,item_id,place_id,google_name,google_category,raw_status,status
Ring Djinar,Canggu,Cafe,65fa86d0e0379bf78d524579,ChIJh2_sQDg50i0RuZcoQOHMHJs,RingDjinar Coffee & Resto,Restaurant,OPERATIONAL,Open
Ristr8to Original,Nimman,Cafe,660a66367197f3107c46168b,ChIJIdQIQbc72jARb7Z3AF_aLSg,Ristr8to Original,Coffee Shop,OPERATIONAL,Open
Roast Coffee & Eatery,Thonglor,Cafe,674b37a2e281a34da8daf684,ChIJicwRRFOe4jARAcJ7qJDLIe8,ROAST coffee & eatery,Coffee shop,OPERATIONAL,Open
Roast8ry Lab,Nimman,Cafe,660a6636ad8b19263359afc9,ChIJAzODB2I62jARfrOZvzaVTwM,Roast8ry Coffee Lab,Coffee Shop,OPERATIONAL,Open
Roastniyom Coffee - Nimman,Nimman,Cafe,67dbb81f0a49e102711f649a,ChIJw8USpIk62jARvNmN_v-NE0k,Roastniyom Coffee,Coffee shop,OPERATIONAL,Open
Rockaway Kintamani,South Batur,Cafe,67d0057fb74e588f084245fb,ChIJ-QwgKAD10S0RyMO-pv7CRso,Rockaway Kintamani Bali,Restaurant,OPERATIONAL,Open
Rocket Coffeebar,Sathon,Cafe,674b37a231a2fd6ff89b7516,ChIJfUsyjs2Y4jARjtWzoP89ggU,Rocket Coffeebar,Cafe,OPERATIONAL,Open
Roma & Sants,Sants,Cafe,67dbb81bfd6d8320609aa597,ChIJAeMfE4SYpBIRQJL8Nium06Q,Roma & Sants,Coffee shop,OPERATIONAL,Open
Roots Plant Based Cafe,Da Nang,Cafe,665eca884b52d264879a89f7,ChIJAc8D7xwXQjERg_lCDxkqvAg,Roots Plant-Based Cafe,Restaurant,OPERATIONAL,Open
Rusters,Ubud,Cafe,65fa86d0e0379bf78d5247b3,ChIJQ25192U90i0RmRM5fXOmY8A,RÜSTERS,Restaurant,OPERATIONAL,Open
Rybka Cafe and Bookshop,New Town,Cafe,67dbb82cd5406b36281692ba,ChIJI1T_l_GUC0cRxJbtGUgEZTI,Rybka Café - Café and bookshop,Coffee shop,OPERATIONAL,Open
SAGA Coffee Stories,L'Eixample Dreta,Cafe,67dbb81a6a5db9ee9dddb732,ChIJsdF83BajpBIRKmmbdJpHGY8,SAGA Coffee Stories | Casp,Coffee shop,OPERATIONAL,Open
SERENDIPITY Coffee House,Pimlico,Cafe,6809d006c6ebe30715270158,ChIJVRhkUkcFdkgRIH2iITaYrn0,Serendipity Coffee House- ILLY,Coffee shop,OPERATIONAL,Open
SIX ON SIX Cafe,My An,Cafe,67dbb8236c76d644eeb54283,ChIJiaXn52YXQjERbd2jnJ1Xmg0,SIX ON SIX CAFE - BRUNCH & RESTAURANT,Restaurant,OPERATIONAL,Open
SMOON,Klong Nin,Cafe,67d509dbec8577ad324a0da4,ChIJMeHDTcsFTjARKxJRW78Zrls,SMOON,Cafe,CLOSED_PERMANENTLY,PERMANENTLY CLOSED
SOKKOOL Coliving & Coworking,Berawa,Coworking Space,67d78a0bd01eb8fd6ab57efe,ChIJWSkl1jRH0i0RQtjmt402op0,SOKKOOL Coliving & Coworking Canggu,Coworking space,OPERATIONAL,Open
STANDARD CAFE,Old Town,Cafe,67dbb82cddcf0747ac9b5a11,ChIJRTCgje-UC0cRT2cQUrlJV18,STANDARD CAFE,Coffee shop,OPERATIONAL,Open
STORIES,Old City,Cafe,660a6636dcbe8e82168d0d35,ChIJL_sXf4XIxokRHJDoOsMUYKA,Old City District,Local Government Office,OPERATIONAL,Open
STUDIOS 94,Suthep,Coworking Space,6861a7d71ecd566aa10a46e2,ChIJPVzEk6g72jARAFhFmEKnGbA,STUDIOS 94,Art studio,OPERATIONAL,Open
Salty Coffee Bali,Uluwatu,Cafe,67a956432fd30ee1c7c86bbd,ChIJ86AFEThF0i0R4dA8p8fzSfY,Salty Coffee Bali,Brunch restaurant,CLOSED_PERMANENTLY,PERMANENTLY CLOSED
Samm's Farm,Canggu,Cafe,65fa86d0e0379bf78d52458a,ChIJAyYw3ZU50i0RjXvlIm0daHA,Samm's Farm,Restaurant,OPERATIONAL,Open
Sand & Tan,Haad Rin,Cafe,6784e21266b29ec2d9e6fb47,ChIJI8q3IWX9VDARv3z77MZRRlk,Sand & Tan,Restaurant,OPERATIONAL,Open
Sangha Cowork Funchal,Funchal,Coworking Space,664fb898e38eec241d3ce301,ChIJmWqViV8IBSIRhdCtkXufphU,Sangha Cowork Funchal,Coworking Space,OPERATIONAL,Open
Sangkala,Canggu,Cafe,65fa86d0e0379bf78d5245b5,ChIJIWycMVs50i0RV4E05bRNKiw,Sangkala Coffee and Eatery,Coffee Shop,OPERATIONAL,Open
Sari Kitchen,Canggu,Cafe,65fa86d0e0379bf78d524583,ChIJVwZGvMo50i0R5i1fzyT73S4,Sari Kitchen & Community - by Ekosistem,Restaurant,OPERATIONAL,Open
Sarnies Cafe Sukhumvit,Sukhumvit,Cafe,66428dc544d81e3a3f30c255,ChIJAaXn2tmf4jARTkcXEwcV17M,Sarnies Cafe Sukhumvit,Cafe,OPERATIONAL,Open
SatuSatu Coffee Company,Berawa,Cafe,65fa86d0e0379bf78d524581,ChIJI3fw3n1H0i0RuMkOSYRJueQ,SATUSATU COFFEE COMPANY,Coffee Shop,OPERATIONAL,Open
Saute Canggu,Canggu,Cafe,67a956420121dd9da02354d9,ChIJ08qBy1A50i0RIeFEjyhMlaY,Sauté Canggu,Coffee shop,OPERATIONAL,Open
Savor Pererenan,Pererenan,Cafe,674339c659d39d6f8dc86602,ChIJ_UHGV4U50i0RyhbzWsVMw8U,Savor Pererenan,Restaurant,OPERATIONAL,Open
Saya Work,Berawa,Coworking Space,65fa86d0e0379bf78d5245a4,ChIJy3uTGOxH0i0RiEclMao8kjw,SAYA Club Gym Canggu & Recovery,Fitness center,OPERATIONAL,Open
Sayuri Healing Food,Ubud,Cafe,65fa86d0e0379bf78d5247b2,ChIJSx0V1W490i0RkKnUpIOljuU,Sayuri Healing Food Cafe & Academy,Vegan Restaurant,OPERATIONAL,Open
Schoendorf Bio Cafe,Old Town,Cafe,66838ea34c9bbcdc5491c5a9,ChIJSQfZ3ESJbEcRklBNFZxm7G0,Schöndorf Bratislava,Bistro,OPERATIONAL,Open
Seagull Method Cafe - Brunch,Principe Real,Cafe,67dbb82bddcf0747ac9b5973,ChIJv8XqLzozGQ0RPvwuKpDAi0I,Seagull Method cafe • Brunch,Cafe,OPERATIONAL,Open
Second Home Holland Park,Holland Park,Coworking Space,67d0057ee4386956d5233847,ChIJXQIJYecPdkgRcMck1hsB3ks,Second Home Holland Park,Coworking space,OPERATIONAL,Open
Second Home Mercado,Cais do Sodre,Coworking Space,67d0057e94816bfdd92d2a34,ChIJz7YW9H00GQ0RXQjcw9JEVqo,Second Home Mercado,Coworking space,OPERATIONAL,Open
Second Home Spitalfields,Spitalfields,Coworking Space,67cd80c9bca334002604a20e,ChIJrWaBB7YcdkgRw6Fv--wBXIU,Second Home Spitalfields,Coworking space,OPERATIONAL,Open
Secret Spot Canggu,Canggu,Cafe,67c19547747f55c0778ab2ea,ChIJmZf0Vlc50i0RR3Z4gOnFmUM,Secret Spot Canggu,Vegan restaurant,CLOSED_TEMPORARILY,Temporarily closed
See Cafe @ Arcoris Mont Kiara,Mont Kiara,Cafe,6749620d7f89197226299b5c,ChIJ75DAryJJzDER5B8PIWVNUlc,See Cafe,Cafe,OPERATIONAL,Open
Selina Secret Garden & Cowork,Bica,Coworking Space,663e5f59095083a5889f7b68,ChIJ51BJ43E1GQ0R8236gveB8cw,Secret Patio Lisbon,Hotel,OPERATIONAL,Open
Selva Comedy Cafe,Alcantara,Cafe,67dbb82974e3ee07a6fd8117,ChIJQ-YsKkA1GQ0RHT20br1_pxY,Selva Comedy Cafe,Coffee shop,OPERATIONAL,Open
Sendero Specialty Coffee - Patcham Terrace,Battersea,Cafe,6809cff7961511d665e9d686,ChIJcRYoQ1kFdkgRwrW5dF-Mxtw,Sendero Specialty Coffee - Battersea Exchange,Coffee shop,OPERATIONAL,Open
Seniman Coffee Studio,Ubud,Cafe,65fa86d0e0379bf78d5247c0,ChIJu5hbBmo90i0R4po77axHom8,Seniman Coffee,Coffee Shop,OPERATIONAL,Open
Setter Coworking,Berawa,Coworking Space,65fa86d0e0379bf78d524578,ChIJc5xIUklH0i0R-2R5iW_1nx0,SETTER Coworking & Private Offices,Coworking Space,OPERATIONAL,Open
Setter Ubud Coworking,Ubud,Coworking Space,66f857f0ac399ec84dac1ff0,ChIJmbTYPAM90i0RkrXB4A6X-aw,SETTER (Ubud) Coworking Space & Private Offices,Coworking Space,CLOSED_TEMPORARILY,Temporarily closed
ShaPel Hostel x Cafes,Old City,Cafe,67dbb8217b580966f91da921,ChIJ6dcaVS472jARiwDPqAMab9w,ShaPel Hostel x Cafés,Hostel,OPERATIONAL,Open
Sharkbites,Gili Air,Cafe,6613fb81b2bbc8244697e86d,ChIJ6bccB8zdzS0RT1FSDu-dfvc,Sharkbites Restaurant,Restaurant,OPERATIONAL,Open
Shinei Serviced Office and Coworking Space,Sukhumvit (Asoke),Coworking Space,67483b8907a182a525ff87dd,ChIJQ4o-JR2f4jARLbQsGrxzzrA,Shinei Serviced Office & Co working space,Real Estate Agency,OPERATIONAL,Open
Shoreditch Exchange,Shoreditch,Coworking Space,6809d00612a4f2a72acc8b80,ChIJ6_M8-tkddkgRr58QwdnyikQ,Shoreditch Exchange,Coworking space,OPERATIONAL,Open
Shortcut Cafe,Pererenan,Cafe,65fa86d0e0379bf78d5245a1,ChIJaVmz5AU50i0Rfo2xgbTBr-E,"Shortcut Cafe Canggu, Pererenan",Cafe,OPERATIONAL,Open
Shortcut Coffee Jimbaran,Uluwatu (Jimbaran),Cafe,65fa86d0e0379bf78d5247a9,ChIJaVmz5AU50i0Rfo2xgbTBr-E,"Shortcut Cafe Canggu, Pererenan",Cafe,OPERATIONAL,Open
Sierra Cartel,HSR Layout,Coworking Space,689ea4445fd1f4dfba3264c7,ChIJu50ZwZMUrjsRsMn1p_FjEeI,Sierra Cartel,Coworking space,OPERATIONAL,Open
Simposium Coffee,Probolinggo,Cafe,6809d00c8b8009b34b3a05a5,ChIJvX5JTtKt1y0RJQOrL0Z9d4c,Simposium Coffee (Headquarter),Coffee shop,OPERATIONAL,Open
Sinag Hostel,General Luna,Coworking Space,67246a3a7b2496726a8137a6,ChIJVzMyhPsJBDMRJOi9P6wwQcw,Sinag Hostel,Hostel,OPERATIONAL,Open
Single Origin Store Tha Pae,Old City,Cafe,67dbb821b2bb3bdb73a47b73,ChIJAfkNgQY72jAR1h4H5dkgMys,Single Origin Store Tha Pae,Coffee shop,CLOSED_PERMANENTLY,PERMANENTLY CLOSED
SixLetter Coffee Co.,District 7,Cafe,669a23493d668678317b8014,,,,NOT_FOUND,Not found on Google
Slavic Roots cafe and eatery,Berawa,Cafe,68a2fa295bf48671df8927f3,ChIJuTf5A3A50i0RhChAtfroTZE,Slavic Roots cafe and eatery,Cafe,OPERATIONAL,Open
Son of a Baker,Uluwatu (Bingin),Cafe,65fa86d0e0379bf78d52469c,ChIJxXK2x5ZF0i0RnAjbSVECL_U,Son of A Baker- Art & Bakehouse,Cafe,OPERATIONAL,Open
South Lombok Cowork,Kuta,Coworking Space,6619cfab6042563326c231f6,ChIJ0ZuxtqWpzS0RAYVTHxotyhE,South Lombok Cowork,Coworking Space,CLOSED_PERMANENTLY,PERMANENTLY CLOSED
Southway Coffee Bar,Thong Sala,Cafe,6784e21aed4a0ca08cff0fab,ChIJX93tlCz8VDAR0B8xSv_Vx0M,Southway Coffee Bar,Cafe,OPERATIONAL,Open
Sowo Coworking Barcelona,L'Eixample Dreta,Coworking Space,67dbb81921ae962504f34997,ChIJURz6K1KjpBIRJbE11JtyIUk,Sowo Coworking Barcelona,Coworking space,OPERATIONAL,Open
SpaceBox - Coworking Space,WTC,Coworking Space,67dbb8246de5ed125908b0f0,ChIJmQIJwnhDXz4RioElpXRrJu4,"SpaceBox - Coworking Space, Private Offices, Virtual Offices & Meeting Rooms",Coworking space,CLOSED_PERMANENTLY,PERMANENTLY CLOSED
"Spaces, Oxford Street",Oxford Circus,Coworking Space,67d52fb4355e10f05a1167eb,ChIJ9Xe13iobdkgR_DNr2NLkV58,Spaces Oxford Street,Coworking space,OPERATIONAL,Open
Spare Street Works,Southwark,Coworking Space,6809d0082aa4ba2c3ee00e6b,ChIJ3c1DUyQFdkgRUjpUlLjp1N4,Spare Street Works,Coworking space,OPERATIONAL,Open
SpecOps network,Mitte,Cafe,67dbb82c3d9e84649e43f7b8,ChIJGbli9tu6uUcRH59ABOO5yFg,SpecOps network,Cafe,OPERATIONAL,Open
Spotted Pig Cafe,General Luna,Cafe,67246a39b1e35b11a8c12213,ChIJnY5ThTkJBDMRLFNclFXr3B0,Spotted Pig Cafe,Cafe,OPERATIONAL,Open
St. Oberholz,Mitte,Cafe,67dbb81bf75acbcb4abf5bba,ChIJs-VFCgBSqEcRIXMpYwHzbuQ,St. Oberholz,Cafe,OPERATIONAL,Open
St. Vitus,Telliskivi,Cafe,66f857f0fd59f1e533a11360,ChIJw7sX1n2TkkYRtQslVjqZWjU,St. Vitus,Bar,CLOSED_PERMANENTLY,PERMANENTLY CLOSED
StarWork Chiang Mai,Wat Ket,Coworking Space,67dbb8220a49e102711f6584,ChIJy8X8b0wl2jARx4OZOpCGXTc,StarWork Chiangmai,Coworking space,OPERATIONAL,Open
Starbucks Jungfernstieg,Neustadt,Cafe,67dbb82543db72ec10650390,ChIJk0fvBBmPsUcR-afH6b130ow,Starbucks,Coffee shop,OPERATIONAL,Open
Starbucks Reserve Chao Phraya Riverfront ICONSIAM,Khlong San,Cafe,66f6dc5c991043ca2f96d97f,ChIJAeJGvteZ4jARHd_2G7NNWIg,Starbucks Reserve Chao Phraya Riverfront (ICONSIAM),Coffee Shop,OPERATIONAL,Open
Starbucks Samyan Mitrtown,Samyan,Cafe,674b37a202306752fb737da3,ChIJiYKvNTWZ4jARFx2fwtZVa78,Starbucks,Coffee shop,OPERATIONAL,Open
Starbucks Siam Center,Siam,Cafe,674b37a2aa9025ffb599816f,ChIJHfvVS7Gf4jARNNelScJ57uY,Starbucks Siam Center,Coffee shop,OPERATIONAL,Open
StartUp Nijmegen,Nijmegen,Coworking Space,6749620db2122279a61abc5f,ChIJywatmWcIx0cRbU-LkEFZt_w,StartUp Nijmegen,Business Center,OPERATIONAL,Open
Sticky Island Cafe,Srithanu,Cafe,6784e21d54282d6114317059,ChIJBVfYE87_VDARNgswO-o6Fm8,Sticky Island Cafe,Restaurant,OPERATIONAL,Open
Stir Coffee Brixton,Brixton,Cafe,6809cff800ffd0361151c42c,ChIJqxRLJ0kbdkgRz_7OO9t_OQY,Stir Coffee Brixton,Coffee shop,OPERATIONAL,Open
Stomping Grounds,Jumeirah,Cafe,67dbb8240c22857f902f8057,ChIJM_wSWUVCXz4Rv38p0x0McuQ,Stomping Grounds,Cafe,OPERATIONAL,Open
Stone Soup,Exarcheia,Coworking Space,67ca769f00f6ce5b547d4283,ChIJG4LnrDC9oRQRFkajoLamry0,Stone Soup Coworking,Real estate agency,OPERATIONAL,Open
Stroek Feierabend,Neubau,Cafe,6676cf056617805c99ef7444,ChIJ0SlXS3kHbUcR26aKYyH62kY,Ströck - Feierabend Burggasse,Restaurant,OPERATIONAL,Open
Stullen,Victoria,Cafe,6809d00a8fb333d4e52733b4,ChIJxT9LDHMFdkgR7jSrRm7OfOc,Stullen,Sandwich shop,OPERATIONAL,Open
Suburbia Cafe,Uluwatu (Ungasan),Cafe,67481c8bbc56713bcc03a5d0,ChIJncHcno1b0i0RIuf4p9WPbP0,Suburbia Cafe,Cafe,OPERATIONAL,Open
Sunset Bamboo,Central,Cafe,67dbb8246c76d644eeb5437b,ChIJq1Z6eQsnHw0RToKOAo96mCs,Sunset Bamboo,Restaurant,OPERATIONAL,Open
Superfood Canggu,Canggu,Cafe,65fa86d0e0379bf78d5245a8,ChIJf_Fxn6RH0i0RpToLiPTX1GY,Superfood Canggu,Restaurant,OPERATIONAL,Open
Surf Kitchen,Selong Belanak,Cafe,6619cfabd8e053c19e4af23c,ChIJeR-S9EmnzS0RuWTQdUgFobo,Surf Kitchen,Restaurant,OPERATIONAL,Open
Szikra Coworking,District 7,Coworking Space,67dbb81e05b2a7fae38f6dc5,ChIJfdXX6UXdQUcRZ5iYj8jsy5c,Szikra Coworking,Coworking space,OPERATIONAL,Open
Söderberg Soho,Soho,Cafe,6809d0077a5c39fcdc92683c,ChIJ1fS0KFAFdkgR_wb5kGPXeqM,Söderberg Soho,Cafe,CLOSED_PERMANENTLY,PERMANENTLY CLOSED
TEMPT Cafe & Brunch,Old City,Cafe,67dbb821b2bb3bdb73a47b3f,ChIJbceAKQA72jAR0w5m2LqLe64,TEMPT cafe&brunch,Coffee shop,OPERATIONAL,Open
THINQTANQ,Stonehouse,Coworking Space,67f8adc6a4f7481d14a8a101,ChIJ_5XpPU2TbEgRBCAMO11ex_4,THINQTANQ,Coworking space,OPERATIONAL,Open
TLoft Coworking Space,Bang Rak,Coworking Space,674b37a4040573bdb642152a,ChIJ_TE8Vh-Z4jARHrbLApAm1z4,TLoft Co-Working Space,Coworking space,OPERATIONAL,Open
TMO Coffee Bali Kedungu Beach,Kedungu,Cafe,663291477cbacb36233e7c58,ChIJxwLIkG830i0ROHmqBD_v2nQ,TMO COFFEE BALI | KEDUNGU BEACH |,Cafe,OPERATIONAL,Open
Talks kaviaren,Old Town,Cafe,66838ea4f54d17573352a8a5,ChIJDdIS4kiJbEcRWcp2ilUgWLU,Talks kaviaren,Coffee Shop,OPERATIONAL,Open
Tang Cafe,Silom,Cafe,677bc82c70de7bd5c1c99ed7,ChIJX8jtOQ-f4jARpmBnmBvWFB8,Tang Cafe,Coffee shop,OPERATIONAL,Open
Taoni Cafe,Chalok,Cafe,67c1954568b5e977f37a9461,ChIJ69ohMWChVTARlQfi9w2ODSo,Taoni,Restaurant,OPERATIONAL,Open
Tarisa Cafe,Seseh,Cafe,6809d00b92fd7d3374c6311d,ChIJU9AwgJU50i0RhzXtnG4V7fA,Tarisa Café,Cafe,OPERATIONAL,Open
Teak Food&Bar,Old Town,Cafe,67dbb82e6a5781d34f54a3b2,ChIJk2os2Y1dNRMRwRJYqRBXDaQ,Teak Food&Bar,Coffee shop,OPERATIONAL,Open
Tease,Principe Real,Cafe,67dbb82b911faea0a7115d2c,ChIJ4X3WzX0zGQ0Rlel2cqKkBNc,Tease,Cafe,OPERATIONAL,Open
Terra - Plant Based Food,Kuta,Cafe,6613fb823b8a53c412f490d0,ChIJv2fow5OpzS0RouOgHaNlYN4,Terra - Plant Based Food,Vegan Restaurant,CLOSED_TEMPORARILY,Temporarily closed
Tha Ploook,Wang Lang,Coworking Space,674b37a3713557a76c1b454a,ChIJkSByRIyZ4jARmPgcjvOjbyY,Tha Ploook - ท่าปลูก,Coworking space,CLOSED_TEMPORARILY,Temporarily closed
The Acai Girls Belgravia,Victoria,Cafe,6809d00a2b95fde8a6490648,ChIJ_wSoSioFdkgRe_-_6aYidPE,The Acai Girls Belgravia,Cafe,OPERATIONAL,Open
The Banyan Tree,Gili Trawangan,Cafe,6613fb8033b66fff075099d2,ChIJmZeNrf_dzS0RVtCD23tt7Qs,The Banyan Tree,Vegetarian Restaurant,OPERATIONAL,Open
The Baristro Asian Style,Suthep,Cafe,67c195475dfe681ca64b0399,ChIJ9T2bGy872jARyAyAWix9M0o,The Baristro Asian Style,Cafe,OPERATIONAL,Open
The Barn Cafe,Mitte,Cafe,67dbb81c9d6996c79dc0407c,ChIJC-EDf-ZRqEcRiVrnNG31igA,THE BARN Café Mitte,Cafe,OPERATIONAL,Open
The Barn Eatery And Design,Nimman,Cafe,67dbb81f1bbb0a6e72afdef2,ChIJ-xSCcH462jARWWlZ5Q_jBT0,The Barn Eatery And Design,Cafe,OPERATIONAL,Open
The Block Lisboa,Avenidas Novas,Coworking Space,67dbb8294d8a2c443942eaaa,ChIJsXrTNKEzGQ0Rt0Z2O9Lwvtg,The Block Lisboa,Coworking space,OPERATIONAL,Open
The Breakery,Kuta,Cafe,6619cfaca457f12b5e659e34,ChIJgciw__-pzS0RQ-FbG_5-nR8,The Breakery,Cafe,OPERATIONAL,Open
The Brew Eagle House - Shoreditch,Shoreditch,Coworking Space,6809d006443445c220870e8d,ChIJRctCV6YcdkgRGWntVepnddo,"The Brew Eagle House – Coworking Space & Office Space, Shoreditch",Coworking space,OPERATIONAL,Open
The Brick Startup Space,Nimman,Coworking Space,67dbb81fa4e8954f6bec58f8,ChIJ77ssGYY62jARQr_TRG_x19A,The Brick Startup Space,Coworking space,OPERATIONAL,Open
The Capricorn Bali,Berawa,Cafe,6725a28f4e06a595785f5a6b,ChIJMcp8YJM50i0R-GSdHiNc-DY,The Capricorn Bali,Restaurant,OPERATIONAL,Open
The Capsule,Central,Cafe,682f68cea052aea1cac1d918,ChIJO97GaignHw0RL_xxVObtEzQ,The Capsule Ericeira. Specialty coffee shop with beans roasted in-house.,Coffee shop,OPERATIONAL,Open
The Cashew Tree,Uluwatu (Bingin),Cafe,65fa86d0e0379bf78d5247ab,ChIJUxiPm0dF0i0RagUyxqyib8c,The Cashew Tree,Restaurant,OPERATIONAL,Open
The Charivari Drinkery,Vechta,Cafe,6666b0d0d81191c395dfb918,ChIJB9OFyGlIt0cRIjWPfFfIuA4,The Charivari Drinkery,Cafe,OPERATIONAL,Open
The Chelsea Gardener Cafe,Chelsea,Cafe,67d0057f2b0f8cde8c058611,ChIJW-a3mMwFdkgRqrF2d4aQmwA,The Chelsea Gardener Cafe,Coffee shop,OPERATIONAL,Open
The Clement Rooms by Spacemade,Fleet Street,Coworking Space,67d52fb0111e2972054ec208,ChIJfcf50yUFdkgR35m0xoJLmms,The Clement Rooms by Spacemade,Real estate agency,OPERATIONAL,Open
The Co-Spaces (Downtown Dubai),Downtown Dubai,Coworking Space,67dbb830a75607567a511206,ChIJ4Qr6TSloXz4Ru9Irol1mfUQ,The Co—Spaces (Downtown Dubai),Coworking space,OPERATIONAL,Open
The Coffee Academics,Lumphini,Cafe,674b37a27d4012b5ceec15e2,ChIJBZ2Lh26D4jARl-Pd1HQXWG4,The Coffee Academics,Coffee shop,OPERATIONAL,Open
The Coffee Club - Shama Hotel,Khlong Toei,Cafe,674b37a246b1507886392741,ChIJQS8SSPif4jARIHnKCe-eX8w,THE COFFEE CLUB - Shama Hotel,Coffee shop,OPERATIONAL,Open
The Coffee House,Da Nang,Cafe,6666b0480d9304729217b288,ChIJu0Ud-tsZQjERupkb3A3mxro,THE LEAF HOUSE CAFE,Coffee Shop,OPERATIONAL,Open
The Cofreze,Nimman,Cafe,67dbb820ee26f6b1058f4a7f,ChIJjwHURuQ72jARIJg860g08CU,The cofreze,Coffee shop,OPERATIONAL,Open
The Common,Canggu,Cafe,65fa86d0e0379bf78d52457f,ChIJHzyhoW450i0Rub7_EEvisDY,The Common,Cafe,OPERATIONAL,Open
The Daun Cafe,Canggu,Cafe,65fa86d0e0379bf78d524588,ChIJ1_XOtHg40i0R6eyPmtRK6bc,Cafe The Daun,Cafe,OPERATIONAL,Open
The Daun Coworking,Canggu,Coworking Space,6631c9da9facf5b27d131d77,ChIJ1_XOtHg40i0R6eyPmtRK6bc,Cafe The Daun,Cafe,OPERATIONAL,Open
The Factory Cafe,Sairee Beach,Cafe,67c19548e7cd2d963f1c40a9,ChIJx-n4wJmhVTARGM6J_0izLko,The Factory Cafe,Coffee shop,OPERATIONAL,Open
The Fleet Street Press,Fleet Street,Cafe,6809cfffab3e78356fccc2e1,ChIJ7bbVobQEdkgRITbFGuray3E,The Fleet Street Press,Coffee shop,OPERATIONAL,Open
The Gingerbread House,Phra Nakhon,Cafe,674b37a2926734b936a25b34,ChIJMf5R3fKZ4jAR2u3T8ESth9k,The Gingerbread House,Dessert restaurant,OPERATIONAL,Open
The Glass House,Long Beach,Cafe,67d509dad0b07d0b71f60dbc,ChIJQYdP0BUDTjARdQyM4t6bqz0,The Glass House,Coffee shop,OPERATIONAL,Open
The Great Room Gaysorn Tower,Siam,Coworking Space,674b37a38dfb7342938a26df,ChIJIwI6ULWf4jARLXyjDdUgJLU,Industrious Gaysorn Tower,Coworking space,OPERATIONAL,Open
The Hideout Cafe,Da Nang,Cafe,6666b0484ddea593c1fcc797,ChIJKbpWc6IXQjERMZMSscftz9I,The Hideout Cafe,Cafe,OPERATIONAL,Open
The Hive Prakanong,Phra Khanong,Coworking Space,674b37a37d4012b5ceec1777,ChIJy2nfermf4jARCOcOF_ChsjY,the Hive Prakanong,Coworking space,OPERATIONAL,Open
The Hive Thonglor,Thonglor,Coworking Space,674b37a3e6116045f05e6dc5,ChIJk29fqVWe4jARpjO_NU9jqPk,the Hive Thonglor,Coworking space,OPERATIONAL,Open
The Hub by Lokal Lab,General Luna,Cafe,67246a3abe3e0525fa25c478,ChIJLfL377v3AzMRvZZfmH_BYJU,The Hub by Lokal Lab- General Luna,Restaurant,OPERATIONAL,Open
The Hula,Pererenan,Cafe,6725a28e9bbcd67059bd4714,ChIJczNO87850i0Rrb7gpsT2v2k,The Hula,Breakfast Restaurant,OPERATIONAL,Open
The Kavarna.,Vinohrady,Cafe,67dbb82d911faea0a7115e04,ChIJx16rKISUC0cRYopcgafydOs,The Kavárna.,Coffee shop,OPERATIONAL,Open
The Landing by Spacemade,Putney,Coworking Space,67d52fb095de9f5015c35919,ChIJuaSoF78PdkgR06mEadF-Kyo,The Landing by Spacemade,Real estate agency,OPERATIONAL,Open
The Laundry,Brixton,Cafe,66edafbbd1ce4a25b222f350,ChIJ4XvJ6ccFdkgRCT8xJ-qMFqk,The Laundry - Restaurant Brixton,Bistro,OPERATIONAL,Open
The Living Room,Pererenan,Cafe,660ca83efdd0e5b112e8fabe,ChIJTQHmvbU50i0Rs6dGvIJ4pus,The Living Room,Cafe,OPERATIONAL,Open
The Local Beans,Hai Chau,Cafe,67c19543b0d618a06b16449c,ChIJZ-P8KgAZQjERSzFxeVWi-7Y,The Local Beans | Coffee - Roastery & co-Working Space – Da Nang,Coffee shop,OPERATIONAL,Open
The Locals Chelsea,Chelsea,Cafe,67d0058079b300bc140abc9f,ChIJExT_zBsFdkgRu1BTxaZT4vs,The Locals Chelsea,Cafe,OPERATIONAL,Open
The Lodge,Munggu,Cafe,663291466a35f48bfee85a1a,ChIJnxCxYao50i0RQjwhtH82eBU,Paddy's Glamping,Hotel,OPERATIONAL,Open
The Loft,Uluwatu (Bingin),Cafe,65fa86d0e0379bf78d5247a5,ChIJy3VtGlZF0i0RDXnEY1cIVi8,The Loft,Restaurant,OPERATIONAL,Open
The Miners Coffee Churchill,Vinohrady,Cafe,67dbb82dfd6d8320609aacf4,ChIJY02fMGyVC0cRbvdSZT2Wgrg,The Miners Coffee Churchill,Coffee shop,OPERATIONAL,Open
The Miners Coffee JZP,Vinohrady,Cafe,67dbb82d4c5a803673f3d8d5,ChIJFSeVQKOVC0cRed9iUJ8saFY,The Miners Coffee JZP,Coffee shop,OPERATIONAL,Open
"The Ministry, Borough | Workspace & Members' Club",Borough,Coworking Space,66edafbaf8ed8e1c2284762b,ChIJbXN6NaEEdkgRUnvLLRaBz5g,"The Ministry, Borough | Workspace & Members' Club | South London",Coworking Space,OPERATIONAL,Open
The Observatory Coffee Shop,Bloomsbury,Cafe,6809d29f79bb466f4f66fecc,ChIJ1_7qnTAbdkgRqRD9PM7gcZk,The Observatory Coffee Shop,Coffee shop,CLOSED_TEMPORARILY,Temporarily closed
The Ohm Cafe,General Luna,Cafe,67246a3add2bc1bc91c944a2,ChIJ-VvzeIMJBDMREzlZxoT8Sic,The Ohm Café: All-Day Dining & Poolside Cocktails,Restaurant,OPERATIONAL,Open
